"","entry_exit_provider_program_type_code","ee_uid","client_id","entry_exit_review_uid","entry_exit_review_point_in_time_type","entry_exit_review_date","entry_exit_review_date_updated"
"5115","Emergency Shelter (HUD)",814269,439923,72773,"Interim Review","10/3/2017","2/14/2018"
"5116","Emergency Shelter (HUD)",814270,439957,50633,"Interim Review","4/12/2017","4/12/2017"
"5117","Emergency Shelter (HUD)",814270,439957,51068,"Interim Review","4/21/2017","4/21/2017"
"5118","Emergency Shelter (HUD)",814270,439957,51756,"Interim Review","5/5/2017","5/5/2017"
"5119","Emergency Shelter (HUD)",814270,439957,61508,"Interim Review","9/19/2017","9/19/2017"
"5120","Emergency Shelter (HUD)",814270,439957,61723,"Interim Review","9/21/2017","9/21/2017"
"5121","Emergency Shelter (HUD)",814270,439957,61725,"Interim Review","9/21/2017","9/21/2017"
"5122","Emergency Shelter (HUD)",814270,439957,63118,"Interim Review","10/11/2017","10/11/2017"
"5123","Emergency Shelter (HUD)",814270,439957,72774,"Interim Review","10/3/2017","2/14/2018"
"5124","Emergency Shelter (HUD)",814947,430638,43631,"Interim Review","10/21/2016","12/21/2016"
"5125","Emergency Shelter (HUD)",814948,430640,43632,"Interim Review","10/21/2016","12/21/2016"
"5126","Emergency Shelter (HUD)",814949,430641,43633,"Interim Review","10/21/2016","12/21/2016"
"5127","Emergency Shelter (HUD)",814950,430639,43634,"Interim Review","10/21/2016","12/21/2016"
"5128","Emergency Shelter (HUD)",814973,440157,43527,"Interim Review","12/20/2016","12/20/2016"
"5129","Emergency Shelter (HUD)",814973,440157,44011,"Interim Review","12/29/2016","12/29/2016"
"5130","Emergency Shelter (HUD)",814973,440157,44458,"Interim Review","1/10/2017","1/10/2017"
"5131","Emergency Shelter (HUD)",814973,440157,44976,"Interim Review","1/18/2017","1/18/2017"
"5132","Emergency Shelter (HUD)",814973,440157,46013,"Interim Review","1/31/2017","1/31/2017"
"5133","Emergency Shelter (HUD)",814973,440157,46449,"Interim Review","2/7/2017","2/7/2017"
"5134","Emergency Shelter (HUD)",814973,440157,46831,"Interim Review","2/14/2017","2/14/2017"
"5135","Emergency Shelter (HUD)",818720,328744,43721,"Interim Review","12/23/2016","12/23/2016"
"5136","Emergency Shelter (HUD)",819004,344429,72783,"Interim Review","10/20/2017","2/14/2018"
"5137","Emergency Shelter (HUD)",819008,440651,43524,"Interim Review","12/20/2016","12/20/2016"
"5138","Emergency Shelter (HUD)",819008,440651,45044,"Interim Review","1/19/2017","1/19/2017"
"5139","Emergency Shelter (HUD)",819008,440651,46001,"Interim Review","1/31/2017","1/31/2017"
"5140","Emergency Shelter (HUD)",819008,440651,46238,"Interim Review","2/2/2017","2/2/2017"
"5141","Emergency Shelter (HUD)",819008,440651,46583,"Interim Review","2/9/2017","2/9/2017"
"5142","Emergency Shelter (HUD)",819008,440651,46820,"Interim Review","2/14/2017","2/14/2017"
"5143","Emergency Shelter (HUD)",819008,440651,48491,"Interim Review","3/2/2017","3/2/2017"
"5144","Emergency Shelter (HUD)",819008,440651,48798,"Interim Review","3/7/2017","3/7/2017"
"5145","Emergency Shelter (HUD)",819008,440651,49502,"Interim Review","3/21/2017","3/21/2017"
"5146","Emergency Shelter (HUD)",819008,440651,49859,"Interim Review","3/28/2017","3/28/2017"
"5147","Emergency Shelter (HUD)",819008,440651,50258,"Interim Review","4/4/2017","4/4/2017"
"5148","Emergency Shelter (HUD)",819008,440651,50532,"Interim Review","4/11/2017","4/11/2017"
"5149","Emergency Shelter (HUD)",819008,440651,50813,"Interim Review","4/18/2017","4/18/2017"
"5150","Emergency Shelter (HUD)",819008,440651,51151,"Interim Review","4/25/2017","4/25/2017"
"5151","Emergency Shelter (HUD)",819008,440651,51604,"Interim Review","5/2/2017","5/2/2017"
"5152","Emergency Shelter (HUD)",819008,440651,51839,"Interim Review","5/9/2017","5/9/2017"
"5153","Emergency Shelter (HUD)",819008,440651,52356,"Interim Review","5/17/2017","5/17/2017"
"5154","Emergency Shelter (HUD)",819008,440651,52616,"Interim Review","5/19/2017","5/19/2017"
"5155","Emergency Shelter (HUD)",819008,440651,53110,"Interim Review","5/23/2017","5/23/2017"
"5156","Emergency Shelter (HUD)",819008,440651,53887,"Interim Review","6/6/2017","6/6/2017"
"5157","Emergency Shelter (HUD)",819008,440651,54759,"Interim Review","6/13/2017","6/13/2017"
"5158","Emergency Shelter (HUD)",819008,440651,55268,"Interim Review","6/20/2017","6/20/2017"
"5159","Emergency Shelter (HUD)",819008,440651,56355,"Interim Review","7/7/2017","7/7/2017"
"5160","Emergency Shelter (HUD)",819008,440651,56497,"Interim Review","7/11/2017","7/11/2017"
"5161","Emergency Shelter (HUD)",819008,440651,57355,"Interim Review","7/25/2017","7/25/2017"
"5162","Emergency Shelter (HUD)",819008,440651,57873,"Interim Review","8/1/2017","8/1/2017"
"5163","Emergency Shelter (HUD)",819008,440651,58837,"Interim Review","8/8/2017","8/8/2017"
"5164","Emergency Shelter (HUD)",819008,440651,59403,"Interim Review","8/15/2017","8/15/2017"
"5165","Emergency Shelter (HUD)",819008,440651,59687,"Interim Review","8/22/2017","8/22/2017"
"5166","Emergency Shelter (HUD)",819008,440651,60206,"Interim Review","8/29/2017","8/29/2017"
"5167","Emergency Shelter (HUD)",819008,440651,61354,"Interim Review","9/15/2017","9/15/2017"
"5168","Emergency Shelter (HUD)",819008,440651,61919,"Interim Review","9/26/2017","9/26/2017"
"5169","Emergency Shelter (HUD)",819008,440651,62608,"Interim Review","10/5/2017","10/5/2017"
"5170","Emergency Shelter (HUD)",819008,440651,63011,"Interim Review","10/10/2017","10/10/2017"
"5171","Emergency Shelter (HUD)",819008,440651,63663,"Interim Review","10/18/2017","10/18/2017"
"5172","Emergency Shelter (HUD)",819008,440651,64023,"Interim Review","10/25/2017","10/25/2017"
"5173","Emergency Shelter (HUD)",819008,440651,65157,"Interim Review","11/10/2017","11/10/2017"
"5174","Emergency Shelter (HUD)",819008,440651,66641,"Interim Review","12/5/2017","12/5/2017"
"5175","Emergency Shelter (HUD)",819008,440651,69938,"Interim Review","12/28/2017","1/18/2018"
"5176","Emergency Shelter (HUD)",819008,440651,69941,"Interim Review","1/11/2018","1/18/2018"
"5177","Emergency Shelter (HUD)",819008,440651,72777,"Interim Review","2/20/2017","2/14/2018"
"5178","Emergency Shelter (HUD)",819008,440651,72784,"Interim Review","10/20/2017","2/14/2018"
"5179","Emergency Shelter (HUD)",819009,440654,43525,"Interim Review","12/20/2016","12/20/2016"
"5180","Emergency Shelter (HUD)",819009,440654,45045,"Interim Review","1/19/2017","1/19/2017"
"5181","Emergency Shelter (HUD)",819009,440654,46002,"Interim Review","1/31/2017","1/31/2017"
"5182","Emergency Shelter (HUD)",819009,440654,46239,"Interim Review","2/2/2017","2/2/2017"
"5183","Emergency Shelter (HUD)",819009,440654,46584,"Interim Review","2/9/2017","2/9/2017"
"5184","Emergency Shelter (HUD)",819009,440654,46821,"Interim Review","2/14/2017","2/14/2017"
"5185","Emergency Shelter (HUD)",819009,440654,48492,"Interim Review","3/2/2017","3/2/2017"
"5186","Emergency Shelter (HUD)",819009,440654,48799,"Interim Review","3/7/2017","3/7/2017"
"5187","Emergency Shelter (HUD)",819009,440654,49503,"Interim Review","3/21/2017","3/21/2017"
"5188","Emergency Shelter (HUD)",819009,440654,49860,"Interim Review","3/28/2017","3/28/2017"
"5189","Emergency Shelter (HUD)",819009,440654,50259,"Interim Review","4/4/2017","4/4/2017"
"5190","Emergency Shelter (HUD)",819009,440654,50533,"Interim Review","4/11/2017","4/11/2017"
"5191","Emergency Shelter (HUD)",819009,440654,50814,"Interim Review","4/18/2017","4/18/2017"
"5192","Emergency Shelter (HUD)",819009,440654,51152,"Interim Review","4/25/2017","4/25/2017"
"5193","Emergency Shelter (HUD)",819009,440654,51605,"Interim Review","5/2/2017","5/2/2017"
"5194","Emergency Shelter (HUD)",819009,440654,51840,"Interim Review","5/9/2017","5/9/2017"
"5195","Emergency Shelter (HUD)",819009,440654,52357,"Interim Review","5/17/2017","5/17/2017"
"5196","Emergency Shelter (HUD)",819009,440654,52617,"Interim Review","5/19/2017","5/19/2017"
"5197","Emergency Shelter (HUD)",819009,440654,53111,"Interim Review","5/23/2017","5/23/2017"
"5198","Emergency Shelter (HUD)",819009,440654,53888,"Interim Review","6/6/2017","6/6/2017"
"5199","Emergency Shelter (HUD)",819009,440654,54760,"Interim Review","6/13/2017","6/13/2017"
"5200","Emergency Shelter (HUD)",819009,440654,55269,"Interim Review","6/20/2017","6/20/2017"
"5201","Emergency Shelter (HUD)",819009,440654,56356,"Interim Review","7/7/2017","7/7/2017"
"5202","Emergency Shelter (HUD)",819009,440654,56498,"Interim Review","7/11/2017","7/11/2017"
"5203","Emergency Shelter (HUD)",819009,440654,57356,"Interim Review","7/25/2017","7/25/2017"
"5204","Emergency Shelter (HUD)",819009,440654,57874,"Interim Review","8/1/2017","8/1/2017"
"5205","Emergency Shelter (HUD)",819009,440654,58838,"Interim Review","8/8/2017","8/8/2017"
"5206","Emergency Shelter (HUD)",819009,440654,59404,"Interim Review","8/15/2017","8/15/2017"
"5207","Emergency Shelter (HUD)",819009,440654,59688,"Interim Review","8/22/2017","8/22/2017"
"5208","Emergency Shelter (HUD)",819009,440654,60207,"Interim Review","8/29/2017","8/29/2017"
"5209","Emergency Shelter (HUD)",819009,440654,61355,"Interim Review","9/15/2017","9/15/2017"
"5210","Emergency Shelter (HUD)",819009,440654,61920,"Interim Review","9/26/2017","9/26/2017"
"5211","Emergency Shelter (HUD)",819009,440654,62609,"Interim Review","10/5/2017","10/5/2017"
"5212","Emergency Shelter (HUD)",819009,440654,63012,"Interim Review","10/10/2017","10/10/2017"
"5213","Emergency Shelter (HUD)",819009,440654,63664,"Interim Review","10/18/2017","10/18/2017"
"5214","Emergency Shelter (HUD)",819009,440654,64024,"Interim Review","10/25/2017","10/25/2017"
"5215","Emergency Shelter (HUD)",819009,440654,65158,"Interim Review","11/10/2017","11/10/2017"
"5216","Emergency Shelter (HUD)",819009,440654,66642,"Interim Review","12/5/2017","12/5/2017"
"5217","Emergency Shelter (HUD)",819009,440654,69939,"Interim Review","12/28/2017","1/18/2018"
"5218","Emergency Shelter (HUD)",819009,440654,69942,"Interim Review","1/11/2018","1/18/2018"
"5219","Emergency Shelter (HUD)",819009,440654,72778,"Interim Review","2/20/2017","2/14/2018"
"5220","Emergency Shelter (HUD)",819009,440654,72785,"Interim Review","10/20/2017","2/14/2018"
"5221","Emergency Shelter (HUD)",819010,440653,43526,"Interim Review","12/20/2016","12/20/2016"
"5222","Emergency Shelter (HUD)",819010,440653,45046,"Interim Review","1/19/2017","1/19/2017"
"5223","Emergency Shelter (HUD)",819010,440653,46003,"Interim Review","1/31/2017","1/31/2017"
"5224","Emergency Shelter (HUD)",819010,440653,46240,"Interim Review","2/2/2017","2/2/2017"
"5225","Emergency Shelter (HUD)",819010,440653,46585,"Interim Review","2/9/2017","2/9/2017"
"5226","Emergency Shelter (HUD)",819010,440653,46822,"Interim Review","2/14/2017","2/14/2017"
"5227","Emergency Shelter (HUD)",819010,440653,48493,"Interim Review","3/2/2017","3/2/2017"
"5228","Emergency Shelter (HUD)",819010,440653,48800,"Interim Review","3/7/2017","3/7/2017"
"5229","Emergency Shelter (HUD)",819010,440653,49504,"Interim Review","3/21/2017","3/21/2017"
"5230","Emergency Shelter (HUD)",819010,440653,49861,"Interim Review","3/28/2017","3/28/2017"
"5231","Emergency Shelter (HUD)",819010,440653,50260,"Interim Review","4/4/2017","4/4/2017"
"5232","Emergency Shelter (HUD)",819010,440653,50534,"Interim Review","4/11/2017","4/11/2017"
"5233","Emergency Shelter (HUD)",819010,440653,50815,"Interim Review","4/18/2017","4/18/2017"
"5234","Emergency Shelter (HUD)",819010,440653,51153,"Interim Review","4/25/2017","4/25/2017"
"5235","Emergency Shelter (HUD)",819010,440653,51606,"Interim Review","5/2/2017","5/2/2017"
"5236","Emergency Shelter (HUD)",819010,440653,51841,"Interim Review","5/9/2017","5/9/2017"
"5237","Emergency Shelter (HUD)",819010,440653,52358,"Interim Review","5/17/2017","5/17/2017"
"5238","Emergency Shelter (HUD)",819010,440653,52618,"Interim Review","5/19/2017","5/19/2017"
"5239","Emergency Shelter (HUD)",819010,440653,53112,"Interim Review","5/23/2017","5/23/2017"
"5240","Emergency Shelter (HUD)",819010,440653,53889,"Interim Review","6/6/2017","6/6/2017"
"5241","Emergency Shelter (HUD)",819010,440653,54761,"Interim Review","6/13/2017","6/13/2017"
"5242","Emergency Shelter (HUD)",819010,440653,55270,"Interim Review","6/20/2017","6/20/2017"
"5243","Emergency Shelter (HUD)",819010,440653,56357,"Interim Review","7/7/2017","7/7/2017"
"5244","Emergency Shelter (HUD)",819010,440653,56499,"Interim Review","7/11/2017","7/11/2017"
"5245","Emergency Shelter (HUD)",819010,440653,57357,"Interim Review","7/25/2017","7/25/2017"
"5246","Emergency Shelter (HUD)",819010,440653,57875,"Interim Review","8/1/2017","8/1/2017"
"5247","Emergency Shelter (HUD)",819010,440653,58839,"Interim Review","8/8/2017","8/8/2017"
"5248","Emergency Shelter (HUD)",819010,440653,59405,"Interim Review","8/15/2017","8/15/2017"
"5249","Emergency Shelter (HUD)",819010,440653,59689,"Interim Review","8/22/2017","8/22/2017"
"5250","Emergency Shelter (HUD)",819010,440653,60208,"Interim Review","8/29/2017","8/29/2017"
"5251","Emergency Shelter (HUD)",819010,440653,61356,"Interim Review","9/15/2017","9/15/2017"
"5252","Emergency Shelter (HUD)",819010,440653,61921,"Interim Review","9/26/2017","9/26/2017"
"5253","Emergency Shelter (HUD)",819010,440653,62610,"Interim Review","10/5/2017","10/5/2017"
"5254","Emergency Shelter (HUD)",819010,440653,63013,"Interim Review","10/10/2017","10/10/2017"
"5255","Emergency Shelter (HUD)",819010,440653,63665,"Interim Review","10/18/2017","10/18/2017"
"5256","Emergency Shelter (HUD)",819010,440653,64025,"Interim Review","10/25/2017","10/25/2017"
"5257","Emergency Shelter (HUD)",819010,440653,65159,"Interim Review","11/10/2017","11/10/2017"
"5258","Emergency Shelter (HUD)",819010,440653,66643,"Interim Review","12/5/2017","12/5/2017"
"5259","Emergency Shelter (HUD)",819010,440653,69940,"Interim Review","12/28/2017","1/18/2018"
"5260","Emergency Shelter (HUD)",819010,440653,69943,"Interim Review","1/11/2018","1/18/2018"
"5261","Emergency Shelter (HUD)",819010,440653,72779,"Interim Review","2/20/2017","2/14/2018"
"5262","Emergency Shelter (HUD)",819010,440653,72786,"Interim Review","10/20/2017","2/14/2018"
"5263","Emergency Shelter (HUD)",819908,438714,43691,"Interim Review","11/16/2016","12/22/2016"
"5264","Emergency Shelter (HUD)",819908,438714,43692,"Interim Review","12/22/2016","12/22/2016"
"5265","Emergency Shelter (HUD)",819908,438714,44040,"Interim Review","12/29/2016","12/29/2016"
"5266","Emergency Shelter (HUD)",819908,438714,44778,"Interim Review","1/13/2017","1/13/2017"
"5267","Emergency Shelter (HUD)",819908,438714,45108,"Interim Review","1/19/2017","1/19/2017"
"5268","Emergency Shelter (HUD)",819908,438714,45773,"Interim Review","1/26/2017","1/26/2017"
"5269","Emergency Shelter (HUD)",819908,438714,46237,"Interim Review","2/2/2017","2/2/2017"
"5270","Emergency Shelter (HUD)",819908,438714,46587,"Interim Review","2/9/2017","2/9/2017"
"5271","Emergency Shelter (HUD)",819908,438714,47062,"Interim Review","2/16/2017","2/16/2017"
"5272","Emergency Shelter (HUD)",819908,438714,47719,"Interim Review","2/23/2017","2/23/2017"
"5273","Emergency Shelter (HUD)",819908,438714,48574,"Interim Review","3/2/2017","3/2/2017"
"5274","Emergency Shelter (HUD)",819910,441648,53510,"Interim Review","5/31/2017","5/31/2017"
"5275","Emergency Shelter (HUD)",819910,441648,54698,"Interim Review","6/6/2017","6/13/2017"
"5276","Emergency Shelter (HUD)",819910,441648,56163,"Interim Review","6/28/2017","7/3/2017"
"5277","Emergency Shelter (HUD)",819910,441648,56407,"Interim Review","7/6/2017","7/10/2017"
"5278","Emergency Shelter (HUD)",819910,441648,60120,"Interim Review","8/28/2017","8/28/2017"
"5279","Emergency Shelter (HUD)",819910,441648,60121,"Interim Review","7/26/2017","8/28/2017"
"5280","Emergency Shelter (HUD)",819910,441648,60122,"Interim Review","7/27/2017","8/28/2017"
"5281","Emergency Shelter (HUD)",819910,441648,60384,"Interim Review","8/31/2017","8/31/2017"
"5282","Emergency Shelter (HUD)",819910,441648,60921,"Interim Review","9/11/2017","9/11/2017"
"5283","Emergency Shelter (HUD)",819910,441648,64889,"Interim Review","10/6/2017","11/6/2017"
"5284","Emergency Shelter (HUD)",819910,441648,64891,"Interim Review","11/3/2017","11/6/2017"
"5285","Emergency Shelter (HUD)",819910,441648,64892,"Interim Review","10/20/2017","11/6/2017"
"5286","Emergency Shelter (HUD)",819910,441648,65836,"Interim Review","11/21/2017","11/21/2017"
"5287","Emergency Shelter (HUD)",819910,441648,65838,"Interim Review","11/20/2017","11/21/2017"
"5288","Emergency Shelter (HUD)",819910,441648,67179,"Interim Review","12/11/2017","12/11/2017"
"5289","Emergency Shelter (HUD)",819910,441648,69112,"Interim Review","1/4/2018","1/4/2018"
"5290","Emergency Shelter (HUD)",819910,441648,72776,"Interim Review","10/21/2017","2/14/2018"
"5291","Emergency Shelter (HUD)",819910,441648,73665,"Interim Review","2/21/2018","2/21/2018"
"5292","Emergency Shelter (HUD)",819910,441648,74535,"Interim Review","2/28/2018","2/28/2018"
"5293","Emergency Shelter (HUD)",819910,441648,74536,"Interim Review","1/29/2018","2/28/2018"
"5294","Emergency Shelter (HUD)",819934,442137,43529,"Interim Review","12/20/2016","12/20/2016"
"5295","Emergency Shelter (HUD)",819994,421370,49480,"Interim Review","3/1/2017","3/20/2017"
"5296","Emergency Shelter (HUD)",819994,421370,49482,"Interim Review","3/7/2017","3/20/2017"
"5297","Emergency Shelter (HUD)",819994,421370,49484,"Interim Review","3/20/2017","3/20/2017"
"5298","Emergency Shelter (HUD)",819995,421373,49481,"Interim Review","3/1/2017","3/20/2017"
"5299","Emergency Shelter (HUD)",819995,421373,49483,"Interim Review","3/7/2017","3/20/2017"
"5300","Emergency Shelter (HUD)",819995,421373,49485,"Interim Review","3/20/2017","3/20/2017"
"5301","Emergency Shelter (HUD)",820001,437232,44273,"Interim Review","1/5/2017","1/5/2017"
"5302","Emergency Shelter (HUD)",820001,437232,45572,"Interim Review","1/25/2017","1/25/2017"
"5303","Emergency Shelter (HUD)",820001,437232,46860,"Interim Review","2/14/2017","2/14/2017"
"5304","Emergency Shelter (HUD)",820001,437232,47588,"Interim Review","2/22/2017","2/22/2017"
"5305","Emergency Shelter (HUD)",820001,437232,49247,"Interim Review","3/2/2017","3/14/2017"
"5306","Emergency Shelter (HUD)",820001,437232,49248,"Interim Review","3/14/2017","3/14/2017"
"5307","Emergency Shelter (HUD)",820001,437232,50180,"Interim Review","4/3/2017","4/3/2017"
"5308","Emergency Shelter (HUD)",820001,437232,50636,"Interim Review","4/12/2017","4/12/2017"
"5309","Emergency Shelter (HUD)",820001,437232,51494,"Interim Review","4/28/2017","4/28/2017"
"5310","Emergency Shelter (HUD)",820001,437232,52280,"Interim Review","5/1/2017","5/16/2017"
"5311","Emergency Shelter (HUD)",820004,442059,45967,"Interim Review","11/9/2016","1/31/2017"
